source,target,distance
10964795395,620070109,60.65210916266089
5063081991,5063081988,60.44953585944319
5063081991,5063081989,49.3433818606476
5063081991,5063081992,155.40122612608764
5063081994,5063081989,47.305325442541566
5063081994,5063081995,47.66081888278195
5063081994,5063081993,186.30322424030726
5063081989,6137238443,174.82125450378174
5063081989,12201088450,16.853413575105034
5063081999,5063081996,48.04876269845129
5063081999,5063081995,138.32880240093934
5063081999,5063081997,182.61044091246652
5063081993,6137238444,36.26964770665238
5063081993,5063081996,46.82094098391791
5063082006,5063082008,58.53704055381773
5063082007,1126005173,46.86443801959064
5063082007,5063082008,52.95299872401481
5063082007,1600704118,315.88426022578693
5063082008,1126005173,115.24859386653372
8362623004,450502894,59.54494630931711
8362623004,8362623007,15.375158404682734
8362623007,450502966,23.368862192882787
1237352483,1237352511,403.6762765207159
1237352483,1237352511,518.9636887860133
1237352483,10735626207,630.8674724949095
1237352493,12486245256,53.77919579267298
1237352493,288586847,184.1927959318393
1237352493,12486245248,30.83146073064667
8362623014,9698522619,11.008714578000433
8362623014,1608118944,51.82469610508445
8362623014,7242287594,103.0074263492108
8362623014,2050063958,13.047339056166795
8362623015,8362682819,11.71102630924461
8362623015,2050063970,4.189896725104565
8362623015,2050063970,4.189896725104565
8362623015,8359840142,19.158381235801908
5960548872,5960550118,162.53913317155974
5960548872,5960550097,46.90682842169739
5960548872,5960551056,147.77531914852923
1237352511,1126005173,165.8411059388814
8936718412,12468259889,27.79297541441552
8936718412,8889054333,23.673787428811657
8936718412,8889054333,23.702410649924694
8936718412,8889054333,90.57388734142265
2145550414,1950179948,51.587811417531626
2145550414,588817961,56.49136673852263
2145550414,588818032,40.75428045652798
11009458258,281368372,65.18648296091392
6715310198,6715310199,28.527232103981582
6715310199,6715310202,32.00720580418222
6715310199,6715310201,39.88143183467379
6715310200,6715310201,38.87113168373862
6715310201,6715310203,44.47357887233075
6715310203,620070219,24.293876588648338
6715310203,620070215,51.66352873808029
696090771,696090782,32.91128311124108
696090771,696090782,32.91128311124108
696090771,6299203316,114.54339210717546
696090771,11725952986,257.91712591794476
11829532969,11829532973,104.3735813942568
696090782,6299203316,29.427322473619448
696090782,11725952986,27.9893526143978
498565423,2104654718,37.412985776336114
498565423,588817623,70.33544548190751
498565423,1608118983,194.34222482919603
498565433,6709204500,11.803106947541254
498565433,8923204723,67.52449650188507
498565433,2519035782,473.59139899782497
498565435,498565440,202.70075066091604
498565435,10943223098,226.6063122908812
498565435,5952031527,59.854890829115426
498565435,1600489430,201.318260669884
498565437,1237366803,73.2402784213631
498565437,1600489426,42.76859845059126
498565437,1180272494,75.2964467027935
498565440,472374464,69.51464322937481
498565440,1180272585,232.20145262941278
498565440,6722012891,111.37098546622704
498565442,804591921,107.70997168315722
498565442,498565448,58.90654089644897
498565442,498565446,103.39888191822406
498565442,804591926,182.9784612802767
498565443,1190353580,135.4967652587437
498565443,450502938,56.54181871753307
498565443,1647512339,50.81102079151916
498565443,2298768642,68.4058538215382
498565446,498565448,90.28661117769076
498565446,1599042084,17.27421795723702
498565448,3071323885,81.38201038548169
498565451,1600593651,124.40164726572512
498565451,1600593651,124.40164726572512
498565451,1600593569,715.027559777191
498565451,8923204723,484.2787916403624
5952012620,1180272633,76.36117618584784
5952012620,1180272596,12.85414312257211
5952012620,7432431875,18.927743107276747
12677972299,5168291826,14.313372536151922
498565457,8476319969,24.669262676249158
498565457,8476319969,24.669262676249158
498565457,1600593616,34.39947592152302
498565457,1600593616,34.39947592152302
3071344978,472374745,98.70388014775877
3071344978,3986842108,6.093425185986927
3071344978,3986899664,66.467544698707
498565459,1600593608,55.02523700747429
498565459,1600593608,55.02523700747429
498565459,1600593569,233.8955231620192
498565459,1600593569,233.8955231620192
498565460,3071323885,103.89445619021706
498565460,1600593558,85.07149274285433
498565460,810906554,120.78925518727031
1311433718,602777608,47.23273498221678
1311433718,1311433673,52.762494607675414
1311433718,1311433693,61.781959697870946
8477178637,3009871790,16.580794922717082
8477178638,3009871804,11.322025779978524
5063078604,1126005173,62.71850391752742
5063078604,603162036,145.7108292790052
5063078604,5063081953,66.08659802907235
5169961715,5169961714,22.327077841411167
5169961716,5169961714,14.96131189654663
3071213996,4370461189,16.69945344459079
3071213996,8473948262,16.286279131507833
3071213996,4370461616,89.04514348612737
3071213997,8473948264,9.252571919216154
587923896,496291676,89.26181004905885
587923899,587923902,52.907065693640874
587923899,587923904,51.306979912361825
587923899,496291678,90.8827920959645
587923902,11334744894,5.77842057108641
587923902,587923924,65.64463235541393
587923902,496291692,33.85332711552685
587923904,9885421684,110.90316954455668
587923904,587923908,63.271107968875285
587923910,587923911,70.61067657715223
587923911,472374638,52.93685481528127
587923911,11105815144,7.249927736431074
587923911,587923920,50.25648467764352
587923912,587923922,50.607750914349
587923912,11194826447,22.60420483088435
587923912,587923916,51.30405715786718
587923912,11105815144,125.86687236111021
587923915,11195055310,58.93093920674855
587923916,11195055304,13.979370158232895
587923916,11195055312,77.30861206633429
587923918,11195055308,33.03119857227512
587923920,11105815143,7.24992773660606
587923920,587923924,48.056622557194
1676542416,1676542634,9.93944161884873
1676542416,1676542464,384.8092101199399
1676542416,1312434494,99.91982956109001
587923922,587923925,44.78666320680755
587923922,11105815143,125.91500899316205
587923924,11105815142,7.249927736425773
587923925,11195055301,33.261518236589986
587923925,11105815142,128.7860782362192
587923927,587923935,57.19699418219713
587923929,587923933,43.636119750788346
587923931,587923933,43.3293562742152
587923931,496291787,42.47101113349287
587923931,496291764,91.89480329794837
587923933,587923935,91.65855011752222
587923935,496291764,41.42345820022503
587923936,587923943,42.9648553011223
587923936,587923939,159.26135659742138
587923936,496291806,63.99788338792766
587923939,587923940,42.80514544790123
587923939,496291808,46.873044758224694
587923940,587923949,40.37856027329834
587923940,587923943,137.0425879605046
587923943,587923945,37.082645885538646
587923945,587923952,42.77216529454319
587923945,587923949,118.35068479767071
587923949,587923951,42.14991374999856
587923951,587923954,38.7463657944647
587923951,587923952,102.80480700037192
587923952,587923953,42.99929634467967
587923953,587923954,87.63369122681276
587923953,496291733,126.38815751123848
11117658610,1237400590,19.71348291627752
11117658610,11117658611,7.221834384274288
11117658610,11117658610,634.6665040237208
11117658610,11117658610,634.666504023721
587923954,3071224708,28.933427464692834
11117658611,3009871581,174.658875077815
11117658611,11043595276,97.08027886505339
587923959,1180272632,39.56722741482183
587923959,587923963,133.69280690985585
587923959,496291706,143.1182222018029
587923956,587923957,179.30171186955045
587923956,1180272496,38.414298384662004
587923956,1180272574,38.54765953911176
587923956,1180272630,50.03708828477714
587923961,2352550454,60.713907974857214
587923961,2352550450,39.40856900803395
587923961,496291688,133.1601472456426
587923957,1180272607,35.54318445029793
587923957,1180272575,40.86195142470422
587923963,1180272509,38.759464374028205
587923963,1180272512,38.94392259319675
587923965,472395226,22.27198136362019
587923965,472395252,63.017103119215065
587923965,3071222943,45.88873426963662
587923966,3071220274,43.01047059392081
587923966,2352548805,43.51317510521914
587923966,1635978092,125.73943104215289
587923967,3071220272,97.47166246986032
587923967,3071221243,67.32040969927701
587923967,1180272508,70.11660813390276
1676542464,1676542528,76.47871896909476
1676542464,1676542499,209.5824085558034
587923968,1180272508,40.905948200332794
587923968,1180272501,42.25386232827666
587923968,496291694,136.2692834061357
587923968,1635978090,128.81951455948865
587923970,1180272591,49.15657788304844
